img,u,vB,vT,d,p,label
10084636266401282188_1120_000_1140_000_0.png,324,620,552,41.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,616,544,41.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,308,620,540,41.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,324,628,560,41.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,332,716,564,41.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,616,552,41.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,620,560,41.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,308,620,544,41.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1368,680,676,40.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,540,40.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1400,676,532,40.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,312,620,552,40.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,304,620,544,40.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,328,716,572,40.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,324,628,564,40.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,616,560,40.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,296,716,540,40.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1404,676,532,40.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1228,684,536,40.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,308,620,552,40.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,544,40.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1248,680,628,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1240,680,540,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1240,684,536,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1232,684,536,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,324,628,572,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,616,564,40.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1616,676,620,40.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,312,620,560,40.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,288,720,540,40.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1612,676,620,40.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,552,40.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,292,720,544,40.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1620,676,612,40.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1608,676,620,40.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,772,696,660,40.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,320,620,572,40.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,304,620,560,40.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1408,680,532,40.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,284,720,540,40.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,764,700,644,39.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,316,616,572,39.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,308,620,564,39.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,560,39.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,296,720,552,39.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,280,720,540,39.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1752,676,528,39.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1412,680,532,39.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1564,612,608,39.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1556,608,600,39.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1548,612,600,39.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,304,620,564,39.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1764,676,528,39.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,312,620,576,39.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,296,720,560,39.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,272,724,540,39.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,420,716,664,39.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,304,620,572,39.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,296,620,564,39.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1420,680,532,39.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,268,724,540,39.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1220,688,656,39.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,428,716,664,39.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,400,716,664,39.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,576,39.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,292,724,564,39.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,424,716,664,39.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,420,716,656,39.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,412,716,656,39.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,408,716,664,39.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,264,724,540,39.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,748,704,632,38.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,728,704,624,38.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,424,716,684,38.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,268,724,544,38.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1424,684,532,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1248,688,652,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1232,688,656,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,688,704,632,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,684,704,632,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,300,620,588,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,292,724,572,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,256,724,540,38.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,704,704,632,38.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,700,704,632,38.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,696,704,632,38.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,680,704,636,38.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,724,544,38.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1244,688,652,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1236,688,656,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,744,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,740,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,732,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,728,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,724,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,720,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,716,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,708,704,632,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,676,708,636,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,272,724,560,38.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1444,684,532,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1440,684,532,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1428,684,532,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1256,688,656,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1228,688,664,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,760,704,652,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,728,540,38.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1452,684,532,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1436,684,532,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1252,688,656,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1224,688,672,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,672,708,648,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,264,728,552,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,256,728,544,38.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1260,688,656,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1252,688,664,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1240,688,656,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1240,688,664,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1232,688,664,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,748,704,640,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,660,708,648,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,656,708,656,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,268,728,560,38.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1656,548,544,38.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1228,688,672,38.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,752,704,640,38.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,248,728,536,38.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1672,604,548,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1664,548,544,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1660,548,544,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1456,684,532,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1436,684,652,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1412,684,608,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1408,684,600,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1404,684,596,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1400,688,596,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1392,688,588,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,768,704,648,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,668,708,656,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,728,552,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,728,544,38.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1388,688,596,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1384,688,596,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,760,704,648,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,272,728,564,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,264,728,560,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,240,728,536,38.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1440,684,620,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1408,688,612,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1400,688,608,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,756,704,660,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,752,704,652,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,244,728,544,37.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1460,688,532,37.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,264,728,564,37.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,256,728,556,37.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,728,552,37.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,664,712,660,37.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,236,732,536,37.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1412,688,684,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,752,708,660,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,736,708,652,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,716,708,656,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,708,708,656,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,668,712,660,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,728,564,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,248,732,552,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,240,732,544,37.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1720,560,548,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1444,688,620,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1432,688,684,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1420,688,684,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,740,708,652,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,732,708,652,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,724,708,652,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,720,708,656,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,712,708,656,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,700,708,656,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,696,708,656,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,672,712,660,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,268,728,572,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,732,556,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,232,732,536,37.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1428,688,684,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,756,708,684,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,684,712,660,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,676,712,660,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,660,712,668,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,652,712,672,37.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1448,688,620,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1448,688,644,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1436,688,684,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,752,708,668,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,748,708,660,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,692,712,660,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,688,712,660,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,664,712,668,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,332,728,540,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,268,732,588,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,732,572,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,732,564,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,232,732,544,37.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,740,708,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,716,708,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,712,708,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,708,712,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,704,712,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,696,712,660,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,660,712,680,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,244,732,556,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,732,536,37.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,736,708,660,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,732,708,660,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,728,708,660,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,724,708,660,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,676,712,668,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,672,712,668,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,364,728,540,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,248,732,564,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,236,732,552,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,228,732,544,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,220,736,536,37.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1448,688,632,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,748,708,672,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,688,712,668,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,684,712,668,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,680,712,668,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,664,712,680,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,732,588,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,260,732,576,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,240,732,556,37.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1456,688,620,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,752,708,692,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,736,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,716,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,708,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,704,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,700,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,696,712,668,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,676,712,680,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,376,728,540,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,368,728,540,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,236,736,556,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,232,736,552,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,736,544,36.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,744,712,680,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,740,712,680,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,728,712,668,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,724,712,668,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,720,712,668,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,680,712,672,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,668,712,684,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,392,728,544,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,392,728,540,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,384,728,540,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,380,728,540,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,248,732,572,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,244,732,564,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,212,736,536,36.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1460,692,620,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1456,692,624,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,688,712,684,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,684,712,684,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,736,552,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,220,736,544,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,148,740,536,36.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,728,712,692,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,724,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,716,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,712,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,704,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,696,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,692,712,684,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,252,736,584,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,244,736,572,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,236,736,564,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,228,736,556,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,736,536,36.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1460,692,624,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,376,728,704,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,232,736,564,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,212,736,544,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,204,740,536,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,144,740,536,36.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,244,736,576,36.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,736,556,36.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,232,736,572,36.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,216,740,552,36.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,740,544,36.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,220,740,556,36.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,196,740,536,36.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,740,564,36.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,740,552,36.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,200,740,544,36.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,236,736,584,35.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,228,740,572,35.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,212,740,556,35.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,192,740,536,35.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,148,744,552,35.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1464,696,532,35.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,216,740,564,35.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,204,740,552,35.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,196,740,544,35.8,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,740,568,35.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,740,556,35.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,188,740,536,35.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,144,744,552,35.7,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1472,696,532,35.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,228,740,596,35.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,192,744,544,35.6,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1492,696,532,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,368,732,696,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,224,740,584,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,216,740,568,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,212,740,564,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,180,744,536,35.5,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1484,696,532,35.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1476,696,532,35.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,200,744,556,35.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,184,744,544,35.4,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1912,692,524,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1500,696,532,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1496,696,532,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1480,696,532,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,220,740,584,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,744,564,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,192,744,552,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,176,744,536,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,136,748,536,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,132,748,536,35.3,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,216,744,576,35.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,196,744,556,35.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,124,748,536,35.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,0,756,548,35.2,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,744,568,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,200,744,564,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,192,744,556,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,188,744,552,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,180,744,544,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,8,756,536,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,4,756,536,35.1,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1880,692,524,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,176,744,544,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,168,744,536,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,148,748,556,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,36,756,536,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,12,756,544,35.0,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,212,744,596,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,208,744,588,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,196,744,564,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,184,744,556,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,164,748,536,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,140,748,556,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,120,748,536,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,92,752,536,34.9,1.0,-1
10084636266401282188_1120_000_1140_000_0.png,1856,696,524,34.8,1.0,-1
